# Numerical radiation field:  Lyman-alpha_100km.s-1
# wavelength: nm
# intensity: photons.s-1.cm-2.nm-1
# wavelength intensity
122.12200 4.02835e+02
122.12300 4.01375e+02
122.12400 3.99924e+02
122.12500 3.98480e+02
122.12600 3.97044e+02
122.12700 3.95616e+02
122.12800 3.94196e+02
122.12900 3.92783e+02
122.13000 3.91378e+02
122.13100 3.89980e+02
122.13200 3.88590e+02
122.13300 3.87208e+02
122.13400 3.85832e+02
122.13500 3.84465e+02
122.13600 3.83104e+02
122.13700 3.81750e+02
122.13800 3.80404e+02
122.13900 3.79065e+02
122.14000 3.77733e+02
122.14100 3.76408e+02
122.14200 3.75090e+02
122.14300 3.73779e+02
122.14400 3.72475e+02
122.14500 3.71177e+02
122.14600 3.69887e+02
122.14700 3.68603e+02
122.14800 3.67326e+02
122.14900 3.66055e+02
122.15000 3.64791e+02
122.15100 3.63534e+02
122.15200 3.62283e+02
122.15300 3.61039e+02
122.15400 3.59801e+02
122.15500 3.58569e+02
122.15600 3.57344e+02
122.15700 3.56125e+02
122.15800 3.54912e+02
122.15900 3.53705e+02
122.16000 3.52505e+02
122.16100 3.51311e+02
122.16200 3.50123e+02
122.16300 3.48940e+02
122.16400 3.47764e+02
122.16500 3.46594e+02
122.16600 3.45430e+02
122.16700 3.44271e+02
122.16800 3.43119e+02
122.16900 3.41972e+02
122.17000 3.40831e+02
122.17100 3.39695e+02
122.17200 3.38566e+02
122.17300 3.37441e+02
122.17400 3.36323e+02
122.17500 3.35210e+02
122.17600 3.34103e+02
122.17700 3.33001e+02
122.17800 3.31904e+02
122.17900 3.30813e+02
122.18000 3.29728e+02
122.18100 3.28648e+02
122.18200 3.27573e+02
122.18300 3.26503e+02
122.18400 3.25439e+02
122.18500 3.24379e+02
122.18600 3.23325e+02
122.18700 3.22276e+02
122.18800 3.21232e+02
122.18900 3.20194e+02
122.19000 3.19160e+02
122.19100 3.18131e+02
122.19200 3.17108e+02
122.19300 3.16089e+02
122.19400 3.15075e+02
122.19500 3.14066e+02
122.19600 3.13062e+02
122.19700 3.12063e+02
122.19800 3.11068e+02
122.19900 3.10078e+02
122.20000 3.09093e+02
122.20100 3.08113e+02
122.20200 3.07137e+02
122.20300 3.06166e+02
122.20400 3.05200e+02
122.20500 3.04238e+02
122.20600 3.03281e+02
122.20700 3.02328e+02
122.20800 3.01380e+02
122.20900 3.00436e+02
122.21000 2.99496e+02
122.21100 2.98561e+02
122.21200 2.97631e+02
122.21300 2.96705e+02
122.21400 2.95783e+02
122.21500 2.94865e+02
122.21600 2.93952e+02
122.21700 2.93043e+02
122.21800 2.92138e+02
122.21900 2.91237e+02
122.22000 2.90341e+02
122.22100 2.89448e+02
122.22200 2.88560e+02
122.22300 2.87676e+02
122.22400 2.86796e+02
122.22500 2.85919e+02
122.22600 2.85047e+02
122.22700 2.84179e+02
122.22800 2.83315e+02
122.22900 2.82455e+02
122.23000 2.81599e+02
122.23100 2.80747e+02
122.23200 2.79898e+02
122.23300 2.79053e+02
122.23400 2.78213e+02
122.23500 2.77376e+02
122.23600 2.76542e+02
122.23700 2.75713e+02
122.23800 2.74887e+02
122.23900 2.74065e+02
122.24000 2.73247e+02
122.24100 2.72432e+02
122.24200 2.71621e+02
122.24300 2.70814e+02
122.24400 2.70010e+02
122.24500 2.69210e+02
122.24600 2.68413e+02
122.24700 2.67620e+02
122.24800 2.66830e+02
122.24900 2.66044e+02
122.25000 2.65262e+02
122.25100 2.64483e+02
122.25200 2.63707e+02
122.25300 2.62934e+02
122.25400 2.62166e+02
122.25500 2.61400e+02
122.25600 2.60638e+02
122.25700 2.59879e+02
122.25800 2.59123e+02
122.25900 2.58371e+02
122.26000 2.57622e+02
122.26100 2.56876e+02
122.26200 2.56134e+02
122.26300 2.55395e+02
122.26400 2.54659e+02
122.26500 2.53926e+02
122.26600 2.53196e+02
122.26700 2.52469e+02
122.26800 2.51746e+02
122.26900 2.51026e+02
122.27000 2.50308e+02
122.27100 2.49594e+02
122.27200 2.48883e+02
122.27300 2.48175e+02
122.27400 2.47470e+02
122.27500 2.46768e+02
122.27600 2.46069e+02
122.27700 2.45373e+02
122.27800 2.44680e+02
122.27900 2.43989e+02
122.28000 2.43302e+02
122.28100 2.42618e+02
122.28200 2.41936e+02
122.28300 2.41258e+02
122.28400 2.40582e+02
122.28500 2.39909e+02
122.28600 2.39239e+02
122.28700 2.38572e+02
122.28800 2.37907e+02
122.28900 2.37246e+02
122.29000 2.36587e+02
122.29100 2.35930e+02
122.29200 2.35277e+02
122.29300 2.34626e+02
122.29400 2.33978e+02
122.29500 2.33333e+02
122.29600 2.32690e+02
122.29700 2.32050e+02
122.29800 2.31413e+02
122.29900 2.30778e+02
122.30000 2.30146e+02
122.30100 2.29516e+02
122.30200 2.28889e+02
122.30300 2.28265e+02
122.30400 2.27643e+02
122.30500 2.27024e+02
122.30600 2.26407e+02
122.30700 2.25792e+02
122.30800 2.25181e+02
122.30900 2.24571e+02
122.31000 2.23965e+02
122.31100 2.23360e+02
122.31200 2.22758e+02
122.31300 2.22159e+02
122.31400 2.21562e+02
122.31500 2.20967e+02
122.31600 2.20375e+02
122.31700 2.19785e+02
122.31800 2.19198e+02
122.31900 2.18612e+02
122.32000 2.18030e+02
122.32100 2.17449e+02
122.32200 2.16871e+02
122.32300 2.16295e+02
122.32400 2.15722e+02
122.32500 2.15150e+02
122.32600 2.14581e+02
122.32700 2.14015e+02
122.32800 2.13450e+02
122.32900 2.12888e+02
122.33000 2.12328e+02
122.33100 2.11770e+02
122.33200 2.11214e+02
122.33300 2.10661e+02
122.33400 2.10110e+02
122.33500 2.09561e+02
122.33600 2.09014e+02
122.33700 2.08469e+02
122.33800 2.07926e+02
122.33900 2.07385e+02
122.34000 2.06847e+02
122.34100 2.06311e+02
122.34200 2.05776e+02
122.34300 2.05244e+02
122.34400 2.04714e+02
122.34500 2.04186e+02
122.34600 2.03660e+02
122.34700 2.03136e+02
122.34800 2.02614e+02
122.34900 2.02094e+02
122.35000 2.01576e+02
122.35100 2.01060e+02
122.35200 2.00546e+02
122.35300 2.00034e+02
122.35400 1.99524e+02
122.35500 1.99016e+02
122.35600 1.98510e+02
122.35700 1.98006e+02
122.35800 1.97503e+02
122.35900 1.97003e+02
122.36000 1.96504e+02
122.36100 1.96008e+02
122.36200 1.95513e+02
122.36300 1.95020e+02
122.36400 1.94529e+02
122.36500 1.94040e+02
122.36600 1.93553e+02
122.36700 1.93067e+02
122.36800 1.92584e+02
122.36900 1.92102e+02
122.37000 1.91622e+02
122.37100 1.91144e+02
122.37200 1.90667e+02
122.37300 1.90193e+02
122.37400 1.89720e+02
122.37500 1.89249e+02
122.37600 1.88779e+02
122.37700 1.88312e+02
122.37800 1.87846e+02
122.37900 1.87382e+02
122.38000 1.86919e+02
122.38100 1.86459e+02
122.38200 1.86000e+02
122.38300 1.85542e+02
122.38400 1.85087e+02
122.38500 1.84633e+02
122.38600 1.84180e+02
122.38700 1.83730e+02
122.38800 1.83281e+02
122.38900 1.82834e+02
122.39000 1.82388e+02
122.39100 1.81944e+02
122.39200 1.81502e+02
122.39300 1.81061e+02
122.39400 1.80622e+02
122.39500 1.80184e+02
122.39600 1.79748e+02
122.39700 1.79314e+02
122.39800 1.78881e+02
122.39900 1.78449e+02
122.40000 1.78020e+02
122.40100 1.77591e+02
122.40200 1.77165e+02
122.40300 1.76740e+02
122.40400 1.76316e+02
122.40500 1.75894e+02
122.40600 1.75474e+02
122.40700 1.75055e+02
122.40800 1.74637e+02
122.40900 1.74221e+02
122.41000 1.73807e+02
122.41100 1.73394e+02
122.41200 1.72982e+02
122.41300 1.72572e+02
122.41400 1.72163e+02
122.41500 1.71756e+02
122.41600 1.71350e+02
122.41700 1.70946e+02
122.41800 1.70543e+02
122.41900 1.70142e+02
122.42000 1.69741e+02
122.42100 1.69343e+02
122.42200 1.68946e+02
122.42300 1.68550e+02
122.42400 1.68155e+02
122.42500 1.67762e+02
122.42600 1.67371e+02
122.42700 1.66980e+02
122.42800 1.66591e+02
122.42900 1.66204e+02
122.43000 1.65818e+02
122.43100 1.65433e+02
122.43200 1.65049e+02
122.43300 1.64667e+02
122.43400 1.64286e+02
122.43500 1.63906e+02
122.43600 1.63528e+02
122.43700 1.63151e+02
122.43800 1.62776e+02
122.43900 1.62401e+02
122.44000 1.62028e+02
122.44100 1.61656e+02
122.44200 1.61286e+02
122.44300 1.60917e+02
122.44400 1.60549e+02
122.44500 1.60182e+02
122.44600 1.59817e+02
122.44700 1.59453e+02
122.44800 1.59090e+02
122.44900 1.58728e+02
122.45000 1.58367e+02
122.45100 1.58008e+02
122.45200 1.57650e+02
122.45300 1.57293e+02
122.45400 1.56938e+02
122.45500 1.56583e+02
122.45600 1.56230e+02
122.45700 1.55878e+02
122.45800 1.55528e+02
122.45900 1.55178e+02
122.46000 1.54830e+02
122.46100 1.54482e+02
122.46200 1.54136e+02
122.46300 1.53791e+02
122.46400 1.53447e+02
122.46500 1.53105e+02
122.46600 1.52763e+02
122.46700 1.52423e+02
122.46800 1.52084e+02
122.46900 1.51746e+02
122.47000 1.51409e+02
122.47100 1.51073e+02
122.47200 1.50738e+02
122.47300 1.50405e+02
122.47400 1.50072e+02
122.47500 1.49741e+02
122.47600 1.49411e+02
122.47700 1.49082e+02
122.47800 1.48753e+02
122.47900 1.48426e+02
122.48000 1.48101e+02
122.48100 1.47776e+02
122.48200 1.47452e+02
122.48300 1.47129e+02
122.48400 1.46808e+02
122.48500 1.46487e+02
122.48600 1.46167e+02
122.48700 1.45849e+02
122.48800 1.45531e+02
122.48900 1.45215e+02
122.49000 1.44900e+02
122.49100 1.44585e+02
122.49200 1.44272e+02
122.49300 1.43959e+02
122.49400 1.43648e+02
122.49500 1.43338e+02
122.49600 1.43029e+02
122.49700 1.42720e+02
122.49800 1.42413e+02
122.49900 1.42107e+02
122.50000 1.41801e+02
122.50100 1.41497e+02
122.50200 1.41194e+02
122.50300 1.40891e+02
122.50400 1.40590e+02
122.50500 1.40289e+02
122.50600 1.39990e+02
122.50700 1.39691e+02
122.50800 1.39394e+02
122.50900 1.39097e+02
122.51000 1.38801e+02
122.51100 1.38507e+02
122.51200 1.38213e+02
122.51300 1.37920e+02
122.51400 1.37628e+02
122.51500 1.37337e+02
122.51600 1.37047e+02
122.51700 1.36758e+02
122.51800 1.36470e+02
122.51900 1.36182e+02
122.52000 1.35896e+02
122.52100 1.35610e+02
122.52200 1.35326e+02
122.52300 1.35042e+02
122.52400 1.34759e+02
122.52500 1.34477e+02
122.52600 1.34196e+02
122.52700 1.33916e+02
122.52800 1.33637e+02
122.52900 1.33358e+02
122.53000 1.33081e+02
122.53100 1.32804e+02
122.53200 1.32528e+02
122.53300 1.32253e+02
122.53400 1.31979e+02
122.53500 1.31706e+02
122.53600 1.31433e+02
122.53700 1.31162e+02
122.53800 1.30891e+02
122.53900 1.30621e+02
122.54000 1.30352e+02
122.54100 1.30084e+02
122.54200 1.29817e+02
122.54300 1.29550e+02
122.54400 1.29284e+02
122.54500 1.29019e+02
122.54600 1.28755e+02
122.54700 1.28492e+02
122.54800 1.28229e+02
122.54900 1.27968e+02
122.55000 1.27707e+02
122.55100 1.27447e+02
122.55200 1.27187e+02
122.55300 1.26929e+02
122.55400 1.26671e+02
122.55500 1.26414e+02
122.55600 1.26158e+02
122.55700 1.25903e+02
122.55800 1.25648e+02
122.55900 1.25394e+02
122.56000 1.25141e+02
122.56100 1.24889e+02
122.56200 1.24637e+02
122.56300 1.24387e+02
122.56400 1.24137e+02
122.56500 1.23887e+02
122.56600 1.23639e+02
122.56700 1.23391e+02
122.56800 1.23144e+02
122.56900 1.22898e+02
122.57000 1.22652e+02
122.57100 1.22407e+02
122.57200 1.22163e+02
122.57300 1.21920e+02
122.57400 1.21677e+02
122.57500 1.21436e+02
122.57600 1.21194e+02
122.57700 1.20954e+02
122.57800 1.20714e+02
122.57900 1.20475e+02
122.58000 1.20237e+02
122.58100 1.19999e+02
122.58200 1.19762e+02
122.58300 1.19526e+02
122.58400 1.19291e+02
122.58500 1.19056e+02
122.58600 1.18822e+02
122.58700 1.18588e+02
122.58800 1.18356e+02
122.58900 1.18124e+02
122.59000 1.17892e+02
122.59100 1.17661e+02
122.59200 1.17431e+02
122.59300 1.17202e+02
122.59400 1.16973e+02
122.59500 1.16745e+02
122.59600 1.16518e+02
122.59700 1.16291e+02
122.59800 1.16065e+02
122.59900 1.15840e+02
122.60000 1.15615e+02
122.60100 1.15391e+02
122.60200 1.15168e+02
122.60300 1.14945e+02
122.60400 1.14723e+02
122.60500 1.14502e+02
122.60600 1.14281e+02
122.60700 1.14061e+02
122.60800 1.13841e+02
122.60900 1.13622e+02
122.61000 1.13404e+02
122.61100 1.13186e+02
122.61200 1.12969e+02
122.61300 1.12753e+02
122.61400 1.12537e+02
122.61500 1.12322e+02
122.61600 1.12108e+02
122.61700 1.11894e+02
122.61800 1.11680e+02
122.61900 1.11468e+02
122.62000 1.11256e+02
122.62100 1.11044e+02
122.62200 1.10833e+02
122.62300 1.10623e+02
122.62400 1.10413e+02
122.62500 1.10204e+02
122.62600 1.09996e+02
122.62700 1.09788e+02
122.62800 1.09581e+02
122.62900 1.09374e+02
122.63000 1.09168e+02
122.63100 1.08962e+02
122.63200 1.08757e+02
122.63300 1.08553e+02
122.63400 1.08349e+02
122.63500 1.08146e+02
122.63600 1.07943e+02
122.63700 1.07741e+02
122.63800 1.07539e+02
122.63900 1.07338e+02
122.64000 1.07138e+02
122.64100 1.06938e+02
122.64200 1.06739e+02
122.64300 1.06540e+02
122.64400 1.06342e+02
122.64500 1.06144e+02
122.64600 1.05947e+02
122.64700 1.05751e+02
122.64800 1.05555e+02
122.64900 1.05359e+02
122.65000 1.05164e+02
122.65100 1.04970e+02
122.65200 1.04776e+02
122.65300 1.04583e+02
122.65400 1.04390e+02
122.65500 1.04198e+02
122.65600 1.04006e+02
122.65700 1.03815e+02
122.65800 1.03625e+02
122.65900 1.03435e+02
122.66000 1.03245e+02
122.66100 1.03056e+02
122.66200 1.02867e+02
122.66300 1.02679e+02
122.66400 1.02492e+02
122.66500 1.02305e+02
122.66600 1.02118e+02
122.66700 1.01932e+02
122.66800 1.01747e+02
122.66900 1.01562e+02
122.67000 1.01378e+02
122.67100 1.01194e+02
122.67200 1.01010e+02
122.67300 1.00827e+02
122.67400 1.00645e+02
122.67500 1.00463e+02
122.67600 1.00281e+02
122.67700 1.00100e+02
122.67800 9.99200e+01
122.67900 9.97400e+01
122.68000 9.95605e+01
122.68100 9.93814e+01
122.68200 9.92029e+01
122.68300 9.90248e+01
122.68400 9.88473e+01
122.68500 9.86702e+01
122.68600 9.84936e+01
122.68700 9.83174e+01
122.68800 9.81417e+01
122.68900 9.79665e+01
122.69000 9.77918e+01
122.69100 9.76175e+01
122.69200 9.74437e+01
122.69300 9.72704e+01
122.69400 9.70975e+01
122.69500 9.69251e+01
122.69600 9.67531e+01
122.69700 9.65816e+01
122.69800 9.64106e+01
122.69900 9.62400e+01
122.70000 9.60699e+01
122.70100 9.59002e+01
122.70200 9.57309e+01
122.70300 9.55621e+01
122.70400 9.53938e+01
122.70500 9.52259e+01
122.70600 9.50585e+01
122.70700 9.48914e+01
122.70800 9.47249e+01
122.70900 9.45587e+01
122.71000 9.43930e+01
122.71100 9.42278e+01
122.71200 9.40630e+01
122.71300 9.38986e+01
122.71400 9.37346e+01
122.71500 9.35711e+01
122.71600 9.34079e+01
122.71700 9.32453e+01
122.71800 9.30830e+01
122.71900 9.29212e+01
122.72000 9.27598e+01
122.72100 9.25988e+01
122.72200 9.24382e+01
122.72300 9.22781e+01
122.72400 9.21183e+01
122.72500 9.19590e+01
122.72600 9.18001e+01
122.72700 9.16416e+01
122.72800 9.14835e+01
122.72900 9.13258e+01
122.73000 9.11686e+01
122.73100 9.10117e+01
122.73200 9.08552e+01
122.73300 9.06992e+01
122.73400 9.05435e+01
122.73500 9.03883e+01
122.73600 9.02334e+01
122.73700 9.00790e+01
122.73800 8.99249e+01
122.73900 8.97712e+01
122.74000 8.96180e+01
122.74100 8.94651e+01
122.74200 8.93126e+01
122.74300 8.91605e+01
122.74400 8.90088e+01
122.74500 8.88575e+01
122.74600 8.87065e+01
122.74700 8.85560e+01
122.74800 8.84058e+01
122.74900 8.82560e+01
122.75000 8.81066e+01
122.75100 8.79576e+01
122.75200 8.78089e+01
122.75300 8.76607e+01
122.75400 8.75128e+01
122.75500 8.73652e+01
122.75600 8.72181e+01
122.75700 8.70713e+01
122.75800 8.69249e+01
122.75900 8.67789e+01
122.76000 8.66332e+01
122.76100 8.64879e+01
122.76200 8.63429e+01
122.76300 8.61984e+01
122.76400 8.60542e+01
122.76500 8.59103e+01
122.76600 8.57668e+01
122.76700 8.56237e+01
122.76800 8.54809e+01
122.76900 8.53385e+01
122.77000 8.51964e+01
122.77100 8.50547e+01
122.77200 8.49134e+01
122.77300 8.47724e+01
122.77400 8.46317e+01
122.77500 8.44915e+01
122.77600 8.43515e+01
122.77700 8.42119e+01
122.77800 8.40726e+01
122.77900 8.39337e+01
122.78000 8.37952e+01
122.78100 8.36570e+01
122.78200 8.35191e+01
122.78300 8.33815e+01
122.78400 8.32443e+01
122.78500 8.31075e+01
122.78600 8.29709e+01
122.78700 8.28348e+01
122.78800 8.26989e+01
122.78900 8.25634e+01
122.79000 8.24282e+01
122.79100 8.22934e+01
122.79200 8.21588e+01
122.79300 8.20246e+01
122.79400 8.18908e+01
122.79500 8.17572e+01
122.79600 8.16240e+01
122.79700 8.14911e+01
122.79800 8.13586e+01
122.79900 8.12263e+01
122.80000 8.10944e+01
122.80100 8.09628e+01
122.80200 8.08316e+01
122.80300 8.07006e+01
122.80400 8.05700e+01
122.80500 8.04397e+01
122.80600 8.03097e+01
122.80700 8.01800e+01
122.80800 8.00506e+01
122.80900 7.99215e+01
122.81000 7.97928e+01
122.81100 7.96644e+01
122.81200 7.95362e+01
122.81300 7.94084e+01
122.81400 7.92809e+01
122.81500 7.91537e+01
122.81600 7.90268e+01
122.81700 7.89002e+01
122.81800 7.87739e+01
122.81900 7.86479e+01
122.82000 7.85223e+01
122.82100 7.83969e+01
122.82200 7.82718e+01
122.82300 7.81470e+01
122.82400 7.80225e+01
122.82500 7.78983e+01
122.82600 7.77745e+01
122.82700 7.76509e+01
122.82800 7.75276e+01
122.82900 7.74046e+01
122.83000 7.72818e+01
122.83100 7.71594e+01
122.83200 7.70373e+01
122.83300 7.69155e+01
122.83400 7.67939e+01
122.83500 7.66726e+01
122.83600 7.65517e+01
122.83700 7.64310e+01
122.83800 7.63106e+01
122.83900 7.61904e+01
122.84000 7.60706e+01
122.84100 7.59511e+01
122.84200 7.58318e+01
122.84300 7.57128e+01
122.84400 7.55941e+01
122.84500 7.54756e+01
122.84600 7.53575e+01
122.84700 7.52396e+01
122.84800 7.51220e+01
122.84900 7.50047e+01
122.85000 7.48876e+01
122.85100 7.47709e+01
122.85200 7.46544e+01
122.85300 7.45381e+01
122.85400 7.44222e+01
122.85500 7.43065e+01
122.85600 7.41911e+01
122.85700 7.40759e+01
122.85800 7.39610e+01
122.85900 7.38464e+01
122.86000 7.37321e+01
122.86100 7.36180e+01
122.86200 7.35042e+01
122.86300 7.33906e+01
122.86400 7.32773e+01
122.86500 7.31643e+01
122.86600 7.30515e+01
122.86700 7.29390e+01
122.86800 7.28268e+01
122.86900 7.27148e+01
122.87000 7.26030e+01
122.87100 7.24916e+01
122.87200 7.23804e+01
122.87300 7.22694e+01
122.87400 7.21587e+01
122.87500 7.20482e+01
122.87600 7.19380e+01
122.87700 7.18281e+01
122.87800 7.17184e+01
122.87900 7.16090e+01
122.88000 7.14998e+01
122.88100 7.13908e+01
122.88200 7.12821e+01
122.88300 7.11737e+01
122.88400 7.10655e+01
122.88500 7.09575e+01
122.88600 7.08498e+01
122.88700 7.07424e+01
122.88800 7.06352e+01
122.88900 7.05282e+01
122.89000 7.04215e+01
122.89100 7.03150e+01
122.89200 7.02087e+01
122.89300 7.01027e+01
122.89400 6.99970e+01
122.89500 6.98914e+01
122.89600 6.97862e+01
122.89700 6.96811e+01
122.89800 6.95763e+01
122.89900 6.94717e+01
122.90000 6.93674e+01
122.90100 6.92633e+01
122.90200 6.91594e+01
122.90300 6.90558e+01
122.90400 6.89524e+01
122.90500 6.88492e+01
122.90600 6.87463e+01
122.90700 6.86436e+01
122.90800 6.85411e+01
122.90900 6.84388e+01
122.91000 6.83368e+01
122.91100 6.82350e+01
122.91200 6.81335e+01
122.91300 6.80321e+01
122.91400 6.79310e+01
122.91500 6.78301e+01
122.91600 6.77295e+01
122.91700 6.76290e+01
122.91800 6.75288e+01
122.91900 6.74288e+01
122.92000 6.73290e+01
122.92100 6.72295e+01
122.92200 6.71302e+01
122.92300 6.70311e+01
122.92400 6.69322e+01
122.92500 6.68335e+01
122.92600 6.67350e+01
122.92700 6.66368e+01
122.92800 6.65388e+01
122.92900 6.64410e+01
122.93000 6.63434e+01
122.93100 6.62460e+01
122.93200 6.61489e+01
122.93300 6.60519e+01
122.93400 6.59552e+01
122.93500 6.58587e+01
122.93600 6.57624e+01
122.93700 6.56663e+01
122.93800 6.55704e+01
122.93900 6.54747e+01
122.94000 6.53793e+01
122.94100 6.52840e+01
122.94200 6.51890e+01
122.94300 6.50941e+01
122.94400 6.49995e+01
122.94500 6.49051e+01
122.94600 6.48108e+01
122.94700 6.47168e+01
122.94800 6.46230e+01
122.94900 6.45294e+01
122.95000 6.44360e+01
122.95100 6.43428e+01
122.95200 6.42498e+01
122.95300 6.41570e+01
122.95400 6.40644e+01
122.95500 6.39720e+01
122.95600 6.38798e+01
122.95700 6.37878e+01
122.95800 6.36960e+01
122.95900 6.36044e+01
122.96000 6.35130e+01
122.96100 6.34218e+01
122.96200 6.33308e+01
122.96300 6.32400e+01
122.96400 6.31494e+01
122.96500 6.30589e+01
122.96600 6.29687e+01
122.96700 6.28787e+01
122.96800 6.27888e+01
122.96900 6.26992e+01
122.97000 6.26097e+01
122.97100 6.25205e+01
122.97200 6.24314e+01
122.97300 6.23425e+01
122.97400 6.22538e+01
122.97500 6.21653e+01
122.97600 6.20770e+01
122.97700 6.19888e+01
122.97800 6.19009e+01
122.97900 6.18131e+01
122.98000 6.17256e+01
122.98100 6.16382e+01
122.98200 6.15510e+01
122.98300 6.14640e+01
122.98400 6.13772e+01
122.98500 6.12905e+01
122.98600 6.12041e+01
122.98700 6.11178e+01
122.98800 6.10317e+01
122.98900 6.09458e+01
122.99000 6.08600e+01
122.99100 6.07745e+01
122.99200 6.06891e+01
122.99300 6.06039e+01
122.99400 6.05189e+01
122.99500 6.04341e+01
122.99600 6.03494e+01
122.99700 6.02649e+01
122.99800 6.01806e+01
122.99900 6.00965e+01
